"","X1","Heading","Text","Rating","Time"
"689",689,"Mad","I should not even get charged a restocking fee. The phone would not activate when I got it. That’s the reason why I had to send it back. That’s mess up. I’m not happy. I’m done getting stuff on Best Buy.",1,2019-12-01 18:31:00
"690",690,"Not pleased with product upgrade","This purchase was to replace IPhone 6 for being an 11 very little was an upgrade. Also more difficult to use for mature user. The sales person was not very helpful in teaching how to use this purchase",2,2019-09-27 17:42:00
"691",691,"Love this phone!","Upgraded from the iPhone 6s Plus an what a difference.  The speed is fabulous and battery life is much longer (2 days easily).  Pictures are impressive.  Can finally do close-ups.  The colors a vivid and the screen size on the regular 11 is larger than the 6s Plus.  Purchased for my daughter also and she could not be happier with her 11.  I have not even begun to figure out all it can do.",5,2020-01-20 11:27:00
"692",692,"Love this phone.","I had the iPhone 7 for over 4 years and the phone itself was in great shape but the battery life was awful. I’d have to charge it 3 or 4 times a day. I needed to upgrade. After doing research i decided on the iPhone 11 and i am very pleased. The purple color is beautiful. It’s a bigger phone but it’s not massive. The battery life is excellent so far. I charge it every other day. The camera is great. I’m very happy with this phone.",5,2019-12-15 08:33:00
"693",693,"Camera takes the best pictures!","This phone is easy to learn how to use, even for a beginner! Its even easy for seniors (as I'm one of them). the price was just right and I thought it was going to be a lot more. I love the color! If anyone is thinking of getting a new cell phone or just up grading this is the phone to get.",5,2020-01-24 15:38:00
"694",694,"Excellent","This was an upgrade for my son from an iPhone SE. Great features, beautiful Red color, great battery life, and the camera is very good. iOS 13 works seamlessly so far on this device. Great option for anyone that’s wants to upgrade but doesn’t really need all of the perks the pro line offers.",5,2019-09-24 12:13:00
"695",695,"Phone is good","Verizon rep told me that all of my pictures were on the cloud and would appear when I turned on the new phone. He was wrong and as a result I lost valuable memories that I cannot get back. I should never recommend Best Buy for a place to buy a phone.",1,2019-12-13 15:31:00
"696",696,"Great upgrade from the 10(x,xr,xs)","I traded in my Iphone x for the 11. I believe this is worth the money than going to the Iphone 11 pro. 

I you dont need: 
telescope camera lens (3rd lens)
additional antenna
Stainless steel trim
Midnight Green color
1-2 hours more battery life
2 more meters under water
2688 x 1242 resolution instead of 2426 x 1125

Then get the 11. Just saved you $300+ if you get the 11",5,2019-12-11 12:35:00
"697",697,"Great Camera and Interface","My wife upgraded to the iPhone11 from the iPhone8 and the screen and camera great improvements. It took a little time to get used to no home button, and the charging port change but overall the phone is easy to use and it's perfect if you have other apple products or like to take pictures.",5,2019-12-14 07:38:00
"698",698,"Best iPhone!!!","The iPhone 11 is by far the best iPhone I have owned over the year! The following features were immediately impressive: longer battery life, fantastic pictures, ease of use, great standard apps and settings. I would recommend it over older models..",5,2019-12-29 09:35:00
"699",699,"never buy from best buy","I got this for my daughter for christmas and it came without a sim card so my daughter was upset all day- I will never but from best buy again",1,2019-12-27 16:24:00
"700",700,"Screen is easily scratched.","The screen is terrible.  It is easily scratched. The phone wasn't dropped or anything and there are now 2 scratches on the screen.",1,2020-01-03 16:01:00
"701",701,"Would rather have 8S phone","Hard to use,  volume level to low, hate volume button..",2,2019-09-28 15:23:00
"702",702,"Great price and product!","Christmas present for my husband who was way over due for an upgrade! Best Buy had the best price I could find and he loves his new phone. It's easy to use, great battery life, and great camera.",5,2020-01-03 23:06:00
"703",703,"Easy to use camera and great quality","The camera is great and I am finding this phone very easy to use on all levels.   The size is perfect for me and fits in my purse easily. 
 I did not want to spend this much money on a new phone but so far I think it is worth every penny.
I love the purple !",5,2019-11-20 09:45:00
"704",704,"Never should have purchased this item!!!","My iPhone 10 was far superior to this I phone 11.  May I trade it in for iPhone 10 without any charge?!?",1,2019-10-18 21:16:00
"705",705,"Very easy to use right out of the box","Love this phone.  Love the color!  It takes really nice pictures.  I am very pleased with this phone.",5,2020-02-08 15:43:00
"706",706,"Great iPhone","This is an upgrade from and iPhone 6 and has a much improved camera, screen, speed and battery life. We love the apple photo options and portrait mode takes amazing pictures.",5,2019-12-27 17:54:00
"707",707,"Easy to use and get around from app to app","The pic from camera are awesome. Easy to go from APP TO APP. I LOVE THE FACE ID",5,2020-02-14 17:33:00
"708",708,"No service","Got a fancy new phone that doesn’t work. This is a business line and I’m told I have to wait 2 business days for the system to process.  I’ve spent 6 hours today touring to get my phone working and I’m defeated.",1,2019-09-20 17:31:00
"709",709,"Love iPhone 11","Upgraded from 7 and the new navigation was very intuitive and so easy to use. Love the new camera and battery life is amazing. In store pickup was so fast and easy to!",5,2019-12-20 15:48:00
"710",710,"Great phone for anyone!","Love the new phone and all the colors.... Got this in white for the wife because I already got the daughter the red one.  Love the battery life and new camera options!  Apple never disappoints!",5,2019-12-04 12:10:00
"711",711,"Nice Phone","Great phone and really nice camera,easy to use,they several colors to choose from.",5,2020-02-08 06:42:00
"712",712,"Big screen. Son loves it","Gift for son. Large screen. Loves the red. Easy to use. Has a long battery life. Goes all day with one charge.",5,2020-01-19 19:35:00
"713",713,"Great phone","What can I say? We are addicted to our phones and when the battery starts to go on the older version, we need a new one. 
The screen and color are great, the size is good and the camera takes good pictures. It does everything we want a Phone to do!",5,2019-10-19 11:32:00
"714",714,"Beautiful pictures, long lasting battery","The camera takes awesome pictures. So many different functions on the camera.",5,2020-01-31 17:59:00
"715",715,"Great phone!!","My daughter loves her New IPhone 11! Camera is great and battery life is good. Especially loves the lavender color.",5,2019-12-28 21:46:00
"716",716,"Great Phone","Good Performance, nice camera, takes great photos and videos, sleek and love the color!",5,2020-01-03 17:33:00
"717",717,"Good phone","Easy to use, good camera. large screen for the size of the phone, love the  facial recognition, takes excellent pictures, large amount of storage.",5,2019-11-22 15:27:00
"718",718,"Love the color and the battery life","I've always eyed red version iPhones but I never really liked any of them and XR, while looking the color I wanted, was not the specs I wanted. But with this 11, I was finally able to let go of my iPhone X and move on. The display compared to iPhone X is different, and maybe it's inferior to some people, but to me it doesn't seem inferior as I can do everything I normally do on the phone okay. If you need color accurate phone to do photo or video editing, then it's not the phone you need, but then again, if you need to do it that badly you probably have a tablet or laptop for that.

Also, the battery life has been amazing. I sometimes forget to charge my phone overnight and with the 11, that is ok.

If you're looking to try iPhone or upgrade from an older iPhone and want a great value, this is it, especially with deals Best Buy has on this frequently.",5,2020-01-03 15:52:00
"719",719,"Great battery and camera","Battery life is excellent and camera takes beautiful pictures. I took a picture of the sunset on Pismo Beach Pier and nobody believes I took the picture, they say it looks like a post card.",5,2019-10-11 16:15:00
"720",720,"Great new color","Love the new color option and camera is much improved. Great battery life!",5,2020-01-03 16:31:00
"721",721,"This phone has a great camera.  all I need","My iPhone 7 was really good even though it was old, still the 11 is awesome!  It holds its charge for 2 days and is very intuitive.",5,2019-11-18 16:03:00
"722",722,"Great iPhone","Best iPhone I've owned. Larger picture and excellent camera. Black Friday prices were great at Best Buy!",5,2019-12-06 15:49:00
"723",723,"My daughter loves the simplicity of iPhones","This is the first iPhone in the family, the wife and I have Samsung Galaxy phones. My daughter loves the camera and photo functions, which are definitely geared towards kids and their love of emojis and avatars.",4,2019-12-13 15:27:00
"724",724,"Nice phone","Nice phone, camera takes great pics and the battery life is excellent.",5,2019-12-27 18:57:00
"725",725,"Great Upgrade","Have been an iPhone user for years. This is the first time I’ve bought the latest and greatest phone after my iPhone 7 battery was dying. 

It has been a terrific upgrade.  Easy to get use to the Face ID as the home button replacement. 

My only complaint is that you have to use the volume and right side button simultaneously to turn the phone on& off. Not sure why Apple made this change from previous phones.",5,2019-12-06 11:07:00
"726",726,"Great Phone!","Great phone!  It’s very easy to use and very stylish. The camera is an upgrade from previous models and takes very clear pictures.",5,2019-11-01 16:43:00
"727",727,"Great phone","I like the easy operation and the camera is great. The picture quality is great. The new updates are also great.",5,2019-11-15 19:57:00
"728",728,"Waited and waited and waited!","Before I finally made up my mind on the iPhone 11, I still had the iPhone 6s which I got when that was new. I watched all of the iPhones that came out after go by and finally decided to get the 11. Boy am I glad I did! I love everything about the phone. The camera is amazing, the new way to take a screenshot is much better and the the size is just perfect! It only took a few hours to get used to not having a home button. Oh, and the white is just gorgeous!",5,2020-02-14 22:21:00
"729",729,"Great Phone! Perfect camera!!","Love the phone 
Easy to use and great camera!!! Love the color Purple!!!",5,2019-12-06 15:32:00
"730",730,"Great Phone & Camera","I love this phone!  The size is perfect, it's easy to use and the pictures are fabulous!",5,2019-11-21 11:27:00
